"LEVEL"|"ENV"|"COID"|"PART NUMBER"|"PART VERSION"|"MATURITY"|"DESCRIPTION"|"TYPE"|"LINK"|"SOURCE"|"CHILD ENV"|"CHILD COID"|"CHILD PART NUMBER"|"CHILD PART VERSION"|"CHILD MATURITY"|"CHILD DESCRIPTION"|"CHILD TYPE"
"5"|"DEFINITN"|"3D3DC20D91927FAD"|"AK00002577196"|"'--B"|"RELEASED"|"WELDED SHEET ASSEMBLY"|"ASSEMBLY"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DC20D919B3D08"|"AKD0002577200"|"'--B"|"RELEASED"|"WELDED SHEET ASSEMBLY"|"DRAWING"
"5"|"DEFINITN"|"3D3DC20D91927FAD"|"AK00002577196"|"'--B"|"RELEASED"|"WELDED SHEET ASSEMBLY"|"ASSEMBLY"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DC274A8F54EE3"|"AKD0002614482"|"'--A"|"RELEASED"|"WELDING REPRESENTATION"|"DITTO"
"5"|"DEFINITN"|"3D3DC20D91927FAD"|"AK00002577196"|"'--B"|"RELEASED"|"WELDED SHEET ASSEMBLY"|"ASSEMBLY"|"HAS LINKS"|"REGULAR"|"FOLDERS"|"3D3DC274A9042B96"|"AK00002614484"|"'--A"|"WORKING"|"WELDING REPRESENTATION"|"DESIGN"
"6"|"FOLDERS"|"3D3DC274A9042B96"|"AK00002614484"|"'--A"|"WORKING"|"WELDING REPRESENTATION"|"DESIGN"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DC274A93D7342"|"AKD0002614486"|"'--A"|"WORKING"|"WELDING REPRESENTATION"|"DITTO"
"7"|"DESIGN"|"3D3DC274A93D7342"|"AKD0002614486"|"'--A"|"WORKING"|"WELDING REPRESENTATION"|"DITTO"|"NO LINKS"
"6"|"DESIGN"|"3D3DC274A8F54EE3"|"AKD0002614482"|"'--A"|"RELEASED"|"WELDING REPRESENTATION"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"3D3DC274A93D7342"|"AKD0002614486"|"'--A"|"WORKING"|"WELDING REPRESENTATION"|"DITTO"
"6"|"DEFINITN"|"3D3DC212A5C05850"|"AK00002572151"|"'--B"|"RELEASED"|"SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DC212A62D52D4"|"AKD0002572152"|"'--B"|"RELEASED"|"SHEET"|"MASTER"
"6"|"DEFINITN"|"3D3DC212A5C05850"|"AK00002572151"|"'--B"|"RELEASED"|"SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DC212A5ED7A87"|"AKD0002572153"|"'--B"|"RELEASED"|"SHEET"|"DRAWING"
"7"|"DESIGN"|"3D3DC212A62D52D4"|"AKD0002572152"|"'--B"|"RELEASED"|"SHEET"|"MASTER"|"NO LINKS"
"7"|"DESIGN"|"3D3DC212A5ED7A87"|"AKD0002572153"|"'--B"|"RELEASED"|"SHEET"|"DRAWING"|"NO LINKS"
"6"|"DESIGN"|"3D3DC20D919B3D08"|"AKD0002577200"|"'--B"|"RELEASED"|"WELDED SHEET ASSEMBLY"|"DRAWING"|"NO LINKS"
"6"|"DEFINITN"|"3D3DBF52FD6206DF"|"AK00002571729"|"'--A"|"RELEASED"|"CABLE TRAY SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF52FD652B8A"|"AKD0002571730"|"'--A"|"RELEASED"|"CABLE TRAY SHEET"|"MASTER"
"6"|"DEFINITN"|"3D3DBF52FD6206DF"|"AK00002571729"|"'--A"|"RELEASED"|"CABLE TRAY SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF52FD693AEF"|"AKD0002571731"|"'--A"|"RELEASED"|"CABLE TRAY SHEET"|"DRAWING"
"7"|"DESIGN"|"3D3DBF52FD693AEF"|"AKD0002571731"|"'--A"|"RELEASED"|"CABLE TRAY SHEET"|"DRAWING"|"NO LINKS"
"7"|"DESIGN"|"3D3DBF52FD652B8A"|"AKD0002571730"|"'--A"|"RELEASED"|"CABLE TRAY SHEET"|"MASTER"|"NO LINKS"
"5"|"DESIGN"|"3D3DC20D91A626AC"|"AKD0002575847"|"'--B"|"RELEASED"|"SHEET EQUIPPED"|"DRAWING"|"NO LINKS"
"5"|"DESIGN"|"3D3DBF7F77021C09"|"AKD0002575845"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"5"|"DESIGN"|"3D3DBF7F77021C09"|"AKD0002575845"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"5"|"DESIGN"|"3D3DBF7F77021C09"|"AKD0002575845"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"5"|"DESIGN"|"3D3DBF7F77021C09"|"AKD0002575845"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"5"|"DESIGN"|"3D3DBF7F77021C09"|"AKD0002575845"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"5"|"DESIGN"|"3D3DBF7F77021C09"|"AKD0002575845"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"5"|"DESIGN"|"3D3DBF7F77021C09"|"AKD0002575845"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"5"|"DESIGN"|"3D3DBF7F77021C09"|"AKD0002575845"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"5"|"DEFINITN"|"0D00E64302EC7FE5"|"AKD0002575845"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40052A6224A3868"|"DTR0021158630"|"'--A"|"USEABLE"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"BOUGHT"
"4"|"DESIGN"|"3D3DC20D91BC6A33"|"AKD0002572154"|"'--B"|"RELEASED"|"SHEET ASSEMBLY"|"DRAWING"|"NO LINKS"
"4"|"DEFINITN"|"3D3DC0B2F1E86DFC"|"AK00002597709"|"'--A"|"RELEASED"|"CONSUMABLES"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40001BA06D53868"|"DTR0000442181"|"'--A"|"USEABLE"|"PRO-TECTYL 3217E"|"BOUGHT"
"4"|"DEFINITN"|"3D3DBF557B311059"|"AK00002572144"|"'--A"|"RELEASED"|"SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557B334BBD"|"AKD0002572145"|"'--A"|"RELEASED"|"SHEET"|"MASTER"
"4"|"DEFINITN"|"3D3DBF557B311059"|"AK00002572144"|"'--A"|"RELEASED"|"SHEET"|"SINGLE PART"|"HAS LINKS"|"REGULAR"|"DESIGN"|"3D3DBF557B3612EF"|"AKD0002572146"|"'--A"|"RELEASED"|"SHEET"|"DRAWING"
"5"|"DESIGN"|"3D3DBF557B3612EF"|"AKD0002572146"|"'--A"|"RELEASED"|"SHEET"|"DRAWING"|"NO LINKS"
"5"|"DESIGN"|"3D3DBF557B334BBD"|"AKD0002572145"|"'--A"|"RELEASED"|"SHEET"|"MASTER"|"NO LINKS"
"4"|"DESIGN"|"3D3DBF557B551DB6"|"AKD0002572155"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003A988E861EEF"|"DTR0000115305"|"'-BV"|"RELEASED"|"RIVET MONOB 617"|"DEFORMATION"
"4"|"DESIGN"|"3D3DBF557B551DB6"|"AKD0002572155"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003A988E861EEF"|"DTR0000115305"|"'-BV"|"RELEASED"|"RIVET MONOB 617"|"DEFORMATION"
"4"|"DESIGN"|"3D3DBF557B551DB6"|"AKD0002572155"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003A988E861EEF"|"DTR0000115305"|"'-BV"|"RELEASED"|"RIVET MONOB 617"|"DEFORMATION"
"4"|"DESIGN"|"3D3DBF557B551DB6"|"AKD0002572155"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003A988E861EEF"|"DTR0000115305"|"'-BV"|"RELEASED"|"RIVET MONOB 617"|"DEFORMATION"
"4"|"DESIGN"|"3D3DBF557B551DB6"|"AKD0002572155"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003A935D841210"|"DTR0021152411"|"'-BA"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"4"|"DESIGN"|"3D3DBF557B551DB6"|"AKD0002572155"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003A935D841210"|"DTR0021152411"|"'-BA"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"4"|"DESIGN"|"3D3DBF557B460AC5"|"AKD0002572150"|"'--A"|"RELEASED"|"WIRING GROMMET"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"0D006C5CE7B83304"|"DTR0000550274"|"'--A"|"RELEASED"|"GROMMET1X 5-16MMKEL-SCDP-RW 25"|"MASTER"
"4"|"DESIGN"|"3D3DBF557B460AC5"|"AKD0002572150"|"'--A"|"RELEASED"|"WIRING GROMMET"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"0D006C5CE7B83304"|"DTR0000550274"|"'--A"|"RELEASED"|"GROMMET1X 5-16MMKEL-SCDP-RW 25"|"MASTER"
"4"|"DEFINITN"|"0D00AFD268005FA9"|"AKD0002572155"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F400007310F13868"|"DTR0000115305"|"'--A"|"USEABLE"|"RIVET MONOB 617"|"BOUGHT"
"4"|"DEFINITN"|"0D00AFD268005FA9"|"AKD0002572155"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E74678472F"|"DTR0021152411"|"'--A"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784730"|"DTR0021152411"|"'--B"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784731"|"DTR0021152411"|"'--C"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784732"|"DTR0021152411"|"'--D"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784733"|"DTR0021152411"|"'--E"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784734"|"DTR0021152411"|"'--F"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784735"|"DTR0021152411"|"'--G"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784736"|"DTR0021152411"|"'--H"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784737"|"DTR0021152411"|"'--I"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784738"|"DTR0021152411"|"'--J"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784739"|"DTR0021152411"|"'--K"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E74678473A"|"DTR0021152411"|"'--L"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E74678473B"|"DTR0021152411"|"'--M"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E74678473C"|"DTR0021152411"|"'--N"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E74678473D"|"DTR0021152411"|"'--O"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E74678473E"|"DTR0021152411"|"'--P"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E74678473F"|"DTR0021152411"|"'--Q"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784740"|"DTR0021152411"|"'--R"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"000025E746784741"|"DTR0021152411"|"'--S"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD65F4094"|"DTR0021152411"|"'--T"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD66330C4"|"DTR0021152411"|"'--U"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD6645EAC"|"DTR0021152411"|"'--V"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD66577A3"|"DTR0021152411"|"'--W"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD66615BF"|"DTR0021152411"|"'--X"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD667784E"|"DTR0021152411"|"'--Y"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD667784F"|"DTR0021152411"|"'--Z"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD668623E"|"DTR0021152411"|"'-AA"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD6693FD8"|"DTR0021152411"|"'-AB"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD66A295E"|"DTR0021152411"|"'-AC"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD66B5063"|"DTR0021152411"|"'-AD"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD66C1A1C"|"DTR0021152411"|"'-AE"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A0CD66D0535"|"DTR0021152411"|"'-AF"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF407B88"|"DTR0021152411"|"'-AG"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF465534"|"DTR0021152411"|"'-AH"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF492B2E"|"DTR0021152411"|"'-AI"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF4D0DE1"|"DTR0021152411"|"'-AJ"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF4F072B"|"DTR0021152411"|"'-AK"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF521F20"|"DTR0021152411"|"'-AL"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF5546B9"|"DTR0021152411"|"'-AM"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF590072"|"DTR0021152411"|"'-AN"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF5C0869"|"DTR0021152411"|"'-AO"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF604FD7"|"DTR0021152411"|"'-AP"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF627585"|"DTR0021152411"|"'-AQ"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF642652"|"DTR0021152411"|"'-AR"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A7DCF674B86"|"DTR0021152411"|"'-AS"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A935D7C35D0"|"DTR0021152411"|"'-AT"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A935D7D79D5"|"DTR0021152411"|"'-AU"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A935D7F088E"|"DTR0021152411"|"'-AV"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A935D800CD8"|"DTR0021152411"|"'-AW"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A935D814030"|"DTR0021152411"|"'-AX"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
"5"|"COMMERCE"|"F40052A016B73868"|"DTR0021152411"|"'--A"|"USEABLE"|"RIVET MONOB 613"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"00003A935D8234CA"|"DTR0021152411"|"'-AY"|"RELEASED"|"RIVET MONOB 613"|"DEFORMATION"
